doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,min_docs,ngram_range,max_features,coherence,irbo
82792,165,Random Layer Mixup,0.5752483606338501,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82796,254,Vision-Based Odometry Systems,0.557668149471283,588,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82797,193,Multilingual Entity Name Datasets,0.5270307064056396,488,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82799,193,Multilingual Entity Name Datasets,0.6487188339233398,488,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82800,162,Quantum Random Feature Sampling,0.5540822744369507,425,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82801,48,Semantic Polarity Learning,0.5874669551849365,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82802,151,Domain Expert Usability AI,0.5458827614784241,402,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82803,188,Phoneme Granularity Contrastive Learning,0.5663331151008606,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82804,14,Reproducibility Pitfalls,0.624493420124054,20,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82805,243,Sparse Attention Distillation,0.562893271446228,573,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82806,48,Semantic Polarity Learning,0.5672646760940552,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82809,205,Component Estimation Robustness,0.5247080326080322,509,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82811,158,Video Explainability Frameworks,0.735587477684021,416,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82814,255,Multiscale Style Transfer,0.5691947937011719,589,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82815,81,Ramsey-Type Metric Structures,0.5447580218315125,213,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82816,268,Deaf-Accessible AI Tools,0.5547279119491577,604,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82819,212,Metric Entropy Analysis,0.5455629229545593,521,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82820,208,Pathological Speech ASV,0.5589624643325806,512,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82821,208,Pathological Speech ASV,0.6015322804450989,512,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82823,179,Self-Supervised Embodied Learning,0.5342788696289062,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82824,81,Ramsey-Type Metric Structures,0.5828237533569336,213,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82827,3,Nonmonotonic Logic Encoding,0.5817970037460327,5,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82831,176,Interpretable Neural Architectures,0.5602986812591553,446,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82833,200,Causal Quantization Methods,0.6338953375816345,498,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82835,189,Self-Supervised AST Pretraining,0.6503188610076904,478,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82836,35,Syllabic Language Modeling,0.5388116836547852,80,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82838,146,Sparse Weight Tuning Networks,0.5979480147361755,397,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82840,145,Compressed Data Detection,0.5479190945625305,395,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82841,274,Diffusion-Based Optimization Learning,0.532969057559967,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82843,0,Web Text Database Classification,0.5582743883132935,1,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82844,103,Rate-Distortion Testing,0.5657681226730347,293,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82845,151,Domain Expert Usability AI,0.5761392712593079,402,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82846,207,Compositional Attack Defense,0.5405399203300476,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82849,171,Modifier-Monster Theory,0.5959206819534302,439,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82850,173,Likelihood-Free Inference,0.5074562430381775,441,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82859,53,Context-Dependent Classification,0.5320530533790588,141,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82863,165,Random Layer Mixup,0.6595386862754822,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82866,177,Diffusion-Based Image Refinement,0.5651395916938782,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82870,154,Bandit Learning Games,0.5688695311546326,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82873,51,User-Centric Community Detection,0.549943208694458,139,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82874,192,Cross-Modal Prototype Matching,0.5442085266113281,486,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82879,132,Real-Time Compression Systems,0.5448932647705078,360,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82880,200,Causal Quantization Methods,0.5909207463264465,498,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82881,25,Computational Physics Patterns,0.5030263662338257,41,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82882,179,Self-Supervised Embodied Learning,0.5839455127716064,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82883,44,Planning-Augmented RL,0.5524531602859497,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82885,179,Self-Supervised Embodied Learning,0.6193618178367615,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82886,188,Phoneme Granularity Contrastive Learning,0.5547269582748413,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82890,158,Video Explainability Frameworks,0.7446684837341309,416,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82892,228,Dynamic Scene Decomposition,0.5011603832244873,548,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82893,149,Psychiatric Readmission Prediction,0.5545056462287903,400,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82894,195,Self-Supervised Keypoint Detection,0.5884513854980469,490,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82895,57,Time-Series Pattern Discovery,0.5305155515670776,151,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82897,16,Dynamic Market Optimization,0.6029000282287598,22,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82898,248,Zero-Shot Lidar Completion,0.576261043548584,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82899,164,Cold Start Recommendation,0.5632134079933167,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82900,150,Quantum Scheduling Security,0.5711174011230469,401,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82901,200,Causal Quantization Methods,0.5929593443870544,498,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82902,12,Predictor-Based Parsing,0.5541315674781799,17,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82903,87,Space-Time Coding Performance,0.5553715229034424,238,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82906,219,Sketch-Based 3D Reconstruction,0.5961476564407349,535,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82909,112,Secure Function Computation Capacity,0.5923177599906921,312,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82911,139,Semantic-to-Sign Synthesis,0.687317967414856,381,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82912,129,Uncertainty Measures Theory,0.5075391530990601,352,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82913,164,Cold Start Recommendation,0.5415838360786438,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82914,237,Chirality Feature Extraction,0.5100460648536682,566,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82918,63,Natural Language Chatbot Limitations,0.5527174472808838,161,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82919,135,Edge-Cloud Deployment,0.5027768611907959,372,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82920,165,Random Layer Mixup,0.5052621960639954,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82922,53,Context-Dependent Classification,0.5379077196121216,141,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82923,229,Emotion Diffusion Synthesis,0.6414260864257812,551,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82924,100,Controlled Language Semantic Wikis,0.5293352007865906,286,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82926,4,Neuro-Fuzzy Control Systems,0.570947527885437,6,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82929,55,Adaptive Motivation Learning,0.5699037313461304,148,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82930,164,Cold Start Recommendation,0.5270633101463318,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82931,236,Deformation-Based Diffusion Synthesis,0.5096845626831055,560,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82933,195,Self-Supervised Keypoint Detection,0.6152420043945312,490,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82935,155,Characteristic-Driven Summarization,0.7037761211395264,412,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82937,246,Uncertainty-Aware 3D Lane Detection,0.6092942953109741,576,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82938,8,Repair-Based Speech Correction,0.5087004899978638,12,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82940,120,Kernel Herding Methods,0.5145809054374695,334,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82941,165,Random Layer Mixup,0.5356963872909546,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82942,15,Optimal Belief Revision,0.5735599994659424,21,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82943,29,Spec-Language Compilation,0.6545095443725586,51,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82944,257,Skill Diversity Metrics,0.6734744906425476,592,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82945,227,LLM Ensemble Probability Fusion,0.5893769860267639,546,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82948,165,Random Layer Mixup,0.5020029544830322,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82950,167,Thermal Emotion Recognition,0.5046011209487915,434,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82955,146,Sparse Weight Tuning Networks,0.5043521523475647,397,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82957,154,Bandit Learning Games,0.5497450828552246,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82958,65,Blind Channel Invariant Speech Representation,0.5052541494369507,166,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82962,228,Dynamic Scene Decomposition,0.7206971645355225,548,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82963,165,Random Layer Mixup,0.5486012101173401,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82966,36,Dynamic Topic Modeling,0.5925217866897583,100,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82967,85,Succinct Model Representation,0.5668120384216309,231,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82968,177,Diffusion-Based Image Refinement,0.6648414134979248,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82970,191,Domain-Generalization MOT,0.5294488072395325,483,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82972,137,Velocity-Aware Action Recognition,0.5161629319190979,376,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82974,137,Velocity-Aware Action Recognition,0.5563105344772339,376,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82975,254,Vision-Based Odometry Systems,0.5137385129928589,588,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82976,73,Large-Scale Data Management Systems,0.5318278074264526,185,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82981,191,Domain-Generalization MOT,0.5956793427467346,483,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82982,137,Velocity-Aware Action Recognition,0.5014975070953369,376,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82984,196,Neuromorphic CAD Systems,0.6694546341896057,491,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82986,64,Handle-Based Networking,0.6271125078201294,163,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82988,48,Semantic Polarity Learning,0.5669406056404114,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82989,273,Multi-Layer Depth Ambiguity Resolution,0.5762893557548523,613,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82990,156,Sub-Character MT Performance,0.5872724652290344,413,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82994,11,Polysemantic Feature Modeling and Ambiguity Handling in Logic Systems,0.5685194730758667,16,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
82999,265,Phenological Orchard Datasets,0.5969558954238892,601,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83000,54,Generic Case Complexity Analysis,0.5158921480178833,143,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83005,222,Memristor-LLM Integration,0.538241446018219,538,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83007,158,Video Explainability Frameworks,0.5147169828414917,416,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83008,165,Random Layer Mixup,0.5236482620239258,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83009,183,Multilingual Image Captioning,0.7225860357284546,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83011,248,Zero-Shot Lidar Completion,0.5297533273696899,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83012,158,Video Explainability Frameworks,0.6030673980712891,416,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83013,57,Time-Series Pattern Discovery,0.5748444199562073,151,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83014,228,Dynamic Scene Decomposition,0.667455792427063,548,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83017,194,Monocular Garment Reconstruction,0.7554319500923157,489,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83018,135,Edge-Cloud Deployment,0.5924841165542603,372,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83019,91,Academic Invisible Web,0.5152682065963745,260,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83020,177,Diffusion-Based Image Refinement,0.5381296277046204,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83022,165,Random Layer Mixup,0.5144758820533752,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83023,263,EEG Foundation Model Taxonomy,0.5733723640441895,598,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83025,248,Zero-Shot Lidar Completion,0.567705512046814,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83026,190,Multiset Hypergraph Learning,0.5203902721405029,481,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83028,225,Minecraft Planning Benchmarks,0.5818619728088379,544,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83031,149,Psychiatric Readmission Prediction,0.5570734739303589,400,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83032,152,Cognitive Neural Reasoning,0.5465936064720154,404,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83034,16,Dynamic Market Optimization,0.582688570022583,22,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83035,73,Large-Scale Data Management Systems,0.5860650539398193,185,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83040,188,Phoneme Granularity Contrastive Learning,0.5351548194885254,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83041,176,Interpretable Neural Architectures,0.6420782804489136,446,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83042,195,Self-Supervised Keypoint Detection,0.5933278203010559,490,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83044,137,Velocity-Aware Action Recognition,0.5627437829971313,376,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83045,205,Component Estimation Robustness,0.6059568524360657,509,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83047,179,Self-Supervised Embodied Learning,0.546905517578125,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83048,246,Uncertainty-Aware 3D Lane Detection,0.7425726056098938,576,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83051,188,Phoneme Granularity Contrastive Learning,0.5902923345565796,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83053,57,Time-Series Pattern Discovery,0.5859405994415283,151,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83054,247,Low-Resource Language Adaptation,0.5974215269088745,578,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83056,14,Reproducibility Pitfalls,0.5919162034988403,20,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83057,101,Hierarchical Path Kernels,0.5190535187721252,288,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83058,87,Space-Time Coding Performance,0.5136948823928833,238,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83059,191,Domain-Generalization MOT,0.5334377288818359,483,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83062,153,Cuboid Structure Recovery,0.6016043424606323,405,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83063,248,Zero-Shot Lidar Completion,0.5678074359893799,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83065,154,Bandit Learning Games,0.5730235576629639,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83066,195,Self-Supervised Keypoint Detection,0.6905569434165955,490,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83067,235,GenAI in Education,0.5029752254486084,558,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83069,58,Fractional PDE Modeling,0.5076253414154053,152,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83070,248,Zero-Shot Lidar Completion,0.5199328660964966,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83071,227,LLM Ensemble Probability Fusion,0.5240906476974487,546,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83072,179,Self-Supervised Embodied Learning,0.61290442943573,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83073,64,Handle-Based Networking,0.5433195233345032,163,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83075,274,Diffusion-Based Optimization Learning,0.5813444256782532,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83076,21,Corpus Annotation Integration,0.6301450133323669,30,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83077,119,Schema-Based MOEA Designs,0.5725135803222656,330,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83080,116,Kolakoski Sequence Properties,0.5194323062896729,323,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83086,166,Multimodal Semantic Forecasting,0.510134756565094,433,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83088,135,Edge-Cloud Deployment,0.6544825434684753,372,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83089,223,Latent Watermarking Systems,0.6496524810791016,539,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83091,213,Empowerment Language Analysis,0.5459644794464111,523,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83093,160,Millimeter Wave 5G Integration,0.6121460199356079,418,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83095,5,Novelty-Based Retrieval Evaluation,0.6115738153457642,7,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83096,151,Domain Expert Usability AI,0.6335805058479309,402,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83099,176,Interpretable Neural Architectures,0.6381518840789795,446,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83104,165,Random Layer Mixup,0.5273311138153076,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83105,230,Neural Spectral Continuation,0.5126751661300659,552,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83107,72,Hybrid Automata State Space Analysis,0.5975973606109619,180,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83114,23,Boosting for Pattern Recognition,0.5142174959182739,39,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83116,51,User-Centric Community Detection,0.6618533134460449,139,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83120,149,Psychiatric Readmission Prediction,0.6075155735015869,400,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83121,53,Context-Dependent Classification,0.5813626050949097,141,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83124,31,Causal Model Formalization,0.6231274604797363,57,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83125,236,Deformation-Based Diffusion Synthesis,0.6264848709106445,560,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83127,203,Extremism Online Dynamics,0.6837908029556274,504,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83129,182,Dependency Usage Analysis,0.6779539585113525,462,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83130,103,Rate-Distortion Testing,0.5410573482513428,293,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83132,170,Mobility-Aware Routing Protocols,0.5659734010696411,437,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83133,174,Contact Tracing Trust Mechanisms,0.5138898491859436,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83136,99,Energy-Efficient Communication,0.5327833890914917,284,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83137,192,Cross-Modal Prototype Matching,0.507187008857727,486,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
83138,162,Quantum Random Feature Sampling,0.5870320796966553,425,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
